Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,Price
Lexus,2018,NX300H,2018 Lexus NX300H F Sport Hybrid (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.7 L / 100 km,56888,Red / Black/Red,4 cyl,SUV," 4 Doors"," 5 Seats",64990
Audi,2016,Q7,2016 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.9 L / 100 km,84412,Brown / -,6 cyl,SUV," 4 Doors"," 7 Seats",53990
Kia,2018,Sorento,2018 Kia Sorento Sport (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.2 L / 100 km,94417,Silver / Black,4 cyl,SUV," 4 Doors"," 7 Seats",33680
Toyota,2018,Camry,2018 Toyota Camry SL (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.5 L / 100 km,66026,Silver / Black Leather,4 cyl,Sedan," 4 Doors"," 5 Seats",38750
Mitsubishi,2017,Outlander,2017 Mitsubishi Outlander LS Safety Pack (4X4) 5 Seats,USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.5 L / 100 km,215650,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",16500
Ford,2005,Territory,2005 Ford Territory Ghia (4X4),USED,Automatic,"6 cyl, 4 L",AWD,Unleaded,12.2 L / 100 km,233573,Gold / -,6 cyl,SUV," 4 Doors"," 5 Seats",7999
Hyundai,2021,I20,2021 Hyundai I20 N,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.9 L / 100 km,17400,White / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",30000
Toyota,2019,Vellfire,2019 Toyota Vellfire EXECUTIVE LOUNGE HYBRID 2.5L 7 SEATER,USED,-,-,Other,-,-,28080,- / -,-,Wagon,,,89950
Ford,2020,Everest,2020 Ford Everest Sport (4WD 7 Seat),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7 L / 100 km,111825,Grey / Silver,4 cyl,SUV," 4 Doors"," 7 Seats",56998
Toyota,2022,Corolla,2022 Toyota Corolla Ascent Sport + Navigation,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,16777,Silver / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",32894
Kia,2016,Sportage,2016 Kia Sportage SI (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,138550,Silver / -,4 cyl,SUV," 4 Doors"," 5 Seats",18995
Hyundai,2017,Elantra,2017 Hyundai Elantra SR Turbo (red),USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.2 L / 100 km,85500,White / 2017/07,4 cyl,Sedan," 4 Doors"," 5 Seats",25950
Volkswagen,2019,Tiguan,2019 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,47000,Grey / 2020/01,4 cyl,SUV," 4 Doors"," 5 Seats",44450
Nissan,2019,X-Trail,2019 Nissan X-Trail N-Trek Special Edition (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,111499,Black / Black,4 cyl,SUV," 4 Doors"," 5 Seats",28990
Toyota,2019,Alphard,2019 Toyota Alphard EXECUTIVE LOUNGE HYBRID 2.5L AWD 7 SEATER,USED,-,-,Other,-,-,38593,White / -,-,Wagon,,,89950
Toyota,2020,Landcruiser,2020 Toyota Landcruiser Prado GXL Flat Tailgate,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,50901,White / -,4 cyl,SUV," 4 Doors"," 7 Seats",69990
Kia,2018,Carnival,2018 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.7 L / 100 km,183001,White / Beige,4 cyl,Wagon," 4 Doors"," 8 Seats",26990
Nissan,2018,Leaf,2018 Nissan Leaf G Edition,USED,-,-,Other,-,-,14758,Blue / -,-,Hatchback,,,37950
Renault,2020,Koleos,2020 Renault Koleos ZEN X-Tronic (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,50518,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",28813
Volkswagen,2017,Golf,2017 Volkswagen Golf 110 TSI Highline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.2 L / 100 km,89679,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",28990
Hyundai,2015,I30,2015 Hyundai I30 SR,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,81064,Red / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",18888
HSV,2007,Clubsport,2007 HSV Clubsport R8,USED,Manual,"8 cyl, 6 L",Rear,Premium,15.2 L / 100 km,159770,Orange / Black,8 cyl,Sedan," 4 Doors"," 5 Seats",46888
Renault,2021,Koleos,2021 Renault Koleos ZEN (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,24059,Black / Black Cloth,4 cyl,SUV," 4 Doors"," 5 Seats",30990
Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,47034,White / Black,4 cyl,Hatchback," 4 Doors"," 5 Seats",25450
Holden,2014,Colorado,2014 Holden Colorado RG Storm Utility Crew Cab 4dr Spts Auto 6sp 4x4 2.8DT,USED,Automatic,-,Other,-,-,157466,Grey / -,-,Ute / Tray,,,29990
Volkswagen,2021,Tiguan,2021 Volkswagen Tiguan 110TSI Life,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.7 L / 100 km,43830,- / -,4 cyl,SUV," 4 Doors"," 5 Seats",39233
Porsche,2020,Macan,2020 Porsche Macan,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.9 L / 100 km,46520,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",89990
Holden,2012,Commodore,2012 Holden Commodore Equipe,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.9 L / 100 km,196876,Red / -,6 cyl,Wagon," 4 Doors"," 5 Seats",14990
Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,53381,Silver / -,4 cyl,Hatchback," 4 Doors"," 5 Seats",24190
Mazda,2013,BT-50,2013 Mazda BT-50 GT (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,185018,Silver / Black Leather,5 cyl,Ute / Tray," 4 Doors"," 5 Seats",31990
Hyundai,2018,Santa,2018 Hyundai Santa FE Elite Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.8 L / 100 km,78125,Silver / Black,4 cyl,SUV," 4 Doors"," 7 Seats",34950
Mazda,2023,3,2023 Mazda 3 G25 Evolve SP,NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6 L / 100 km,25,Silver / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",37888
Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,56902,White / -,4 cyl,Hatchback," 4 Doors"," 5 Seats",23790
Mazda,2018,6,2018 Mazda 6 Sport (5YR),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7 L / 100 km,38808,Silver / Cloth,4 cyl,Sedan," 4 Doors"," 5 Seats",27886
BMW,2015,X5,2015 BMW X5 Xdrive 30D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.2 L / 100 km,129523,White / Black,6 cyl,SUV," 4 Doors"," 5 Seats",37740
Hyundai,2009,Imax,2009 Hyundai Imax,USED,Automatic,"4 cyl, 2.4 L",Rear,Premium,10.6 L / 100 km,215000,Grey / -,4 cyl,Wagon," 4 Doors"," 8 Seats",15999
Toyota,2015,HiAce,2015 Toyota HiAce Slwb,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,8 L / 100 km,141489,White / -,4 cyl,Commercial," 4 Doors"," 2 Seats",41990
Holden,2013,Captiva,2013 Holden Captiva 7 SX (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,211558,Grey / -,4 cyl,SUV," 4 Doors"," 7 Seats",9990
Mazda,2017,CX-9,2017 Mazda CX-9 Touring (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,52963,Grey / Black,4 cyl,SUV," 4 Doors"," 7 Seats",39990
Holden,2011,Caprice,2011 Holden Caprice,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.3 L / 100 km,108558,White / Black,6 cyl,Sedan," 4 Doors"," 5 Seats",19870
Mercedes-Benz,2016,GLA220,2016 Mercedes-Benz GLA220 D,USED,Automatic,"4 cyl, 2.1 L",Front,Diesel,4.5 L / 100 km,50428,- / -,4 cyl,SUV," 4 Doors"," 5 Seats",32990
Ford,2009,Falcon,2009 Ford Falcon XT,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.5 L / 100 km,129000,Silver / -,6 cyl,Sedan," 4 Doors"," 5 Seats",12999
Holden,2015,Captiva,2015 Holden Captiva 7 LT (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.1 L / 100 km,144395,Silver / Black,4 cyl,SUV," 4 Doors"," 7 Seats",15662
Volkswagen,2018,Tiguan,2018 Volkswagen Tiguan 110 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.3 L / 100 km,101802,Grey / -,4 cyl,SUV," 4 Doors"," 5 Seats",28990
MG,2023,ZS,2023 MG ZS Excite,NEW,Automatic,"4 cyl, 1.5 L",Front,-,7.1 L / 100 km,10,Red / -,4 cyl,SUV," 4 Doors"," 5 Seats",24690
Audi,2018,S3,2018 Audi S3 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.5 L / 100 km,100000,Grey / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",45990
Kia,2009,Grand,2009 Kia Grand Carnival Premium,USED,Automatic,"4 cyl, 2.9 L",Front,Diesel,8.5 L / 100 km,182000,Grey / -,4 cyl,Wagon," 4 Doors"," 8 Seats",10999
Mercedes-Benz,2022,CLA,2022 Mercedes-Benz CLA 250 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.7 L / 100 km,3182,Black / Black/Grey Leather,4 cyl,Sedan," 4 Doors"," 5 Seats",82800
Subaru,2021,Impreza,2021 Subaru Impreza 2.0I-L (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.6 L / 100 km,43969,Silver / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",28950
Toyota,2014,Hilux,2014 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.7 L / 100 km,357317,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",27999
Volkswagen,2020,Polo,2020 Volkswagen Polo 70TSI Trendline,USED,Manual,"3 cyl, 1 L",Front,Premium,5.6 L / 100 km,115290,White / -,3 cyl,Hatchback," 5 Doors"," 5 Seats",19990
Toyota,2011,Corolla,2011 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,195020,White / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",9350
Honda,2018,Vezel,2018 Honda Vezel RS HYBRID 1.5L 5 SEATER,USED,-,-,Other,-,-,16811,Red / -,-,,,,36950
Nissan,2002,Patrol,2002 Nissan Patrol ST (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,244453,White / -,4 cyl,SUV," 4 Doors"," 7 Seats",19999
Hyundai,2019,Kona,2019 Hyundai Kona Iron MAN Edition,USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,6.7 L / 100 km,74015,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",31990
LDV,2021,T60,2021 LDV T60 PRO (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,13495,White / Black Cloth,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",32999
Mitsubishi,2015,Outlander,2015 Mitsubishi Outlander Exceed (4X4),USED,Automatic,"4 cyl, 2.3 L",AWD,Diesel,5.8 L / 100 km,99605,Grey / Black,4 cyl,SUV," 4 Doors"," 7 Seats",25990
Toyota,2016,Kluger,2016 Toyota Kluger GX 2WD,USED,Automatic,-,Front,Unleaded,-,96168,Silver / -,-,Wagon,,,31990
Volkswagen,2010,Golf,2010 Volkswagen Golf R,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.7 L / 100 km,133808,Blue / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",24999
Kia,2018,Sportage,2018 Kia Sportage SI Premium (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,95816,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",25490
Peugeot,2013,308,2013 Peugeot 308 Style,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,7.9 L / 100 km,97525,White / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",14990
Renault,2021,Koleos,2021 Renault Koleos ZEN (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,18456,Red / Black,4 cyl,SUV," 4 Doors"," 5 Seats",31950
Mazda,2019,CX-9,2019 Mazda CX-9 Touring (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,38750,Red / 2019/08,4 cyl,SUV," 4 Doors"," 7 Seats",44450
Renault,2021,Koleos,2021 Renault Koleos Intens (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,54962,Black / Black,4 cyl,SUV," 4 Doors"," 5 Seats",37990
Toyota,2022,RAV4,2022 Toyota RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,8052,White / Embossed Pattern Black Fabric,4 cyl,SUV," 5 Doors"," 5 Seats",52970
Toyota,2019,Kluger,2019 Toyota Kluger Grande (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.3 L / 100 km,45095,White / Black,6 cyl,SUV," 4 Doors"," 7 Seats",55990
Land,2017,Rover,2017 Land Rover Discovery Sport TD4 180 HSE 5 Seat,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.3 L / 100 km,64125,White / Black Leather,4 cyl,SUV," 4 Doors"," 5 Seats",41990
Volkswagen,2016,Golf,2016 Volkswagen Golf 92 TSI Trendline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4 L / 100 km,60734,Black / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",20090
Isuzu,2018,MU-X,2018 Isuzu MU-X LS-M (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,8 L / 100 km,127676,Silver / Grey,4 cyl,SUV," 4 Doors"," 7 Seats",32990
Isuzu,2017,D-MAX,2017 Isuzu D-MAX SX HI-Ride (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,7.8 L / 100 km,132000,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",36888
Honda,2015,HR-V,2015 Honda HR-V VTI-L,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,55227,- / -,4 cyl,SUV," 4 Doors"," 5 Seats",27550
Lexus,2019,LX570,2019 Lexus LX570,USED,Automatic,"8 cyl, 5.7 L",4WD,Premium,14.4 L / 100 km,55274,Black / Black,8 cyl,SUV," 4 Doors"," 8 Seats",128990
BMW,2017,X1,2017 BMW X1 Xdrive 25I,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.6 L / 100 km,77342,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",36990
Renault,2013,Megane,2013 Renault Megane Privilege,USED,Automatic,"4 cyl, 1.5 L",Front,Diesel,4.4 L / 100 km,124318,Red / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",12995
Honda,2018,Jazz,2018 Honda Jazz VTI,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.8 L / 100 km,69965,- / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",22990
Hyundai,2016,Elantra,2016 Hyundai Elantra Active-15 Months Warranty,USED,Automatic,-,Other,Unleaded,-,134648,Blue / -,-,,,,16990
Mercedes-Benz,2022,GLS,2022 Mercedes-Benz GLS 450 4Matic (hybrid),USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,9.2 L / 100 km,10711,White / Black Leather,6 cyl,SUV," 4 Doors"," 7 Seats",194800
Volkswagen,2015,Scirocco,2015 Volkswagen Scirocco R,USED,Manual,"4 cyl, 2 L",Front,Premium,8.1 L / 100 km,106500,White / Black,4 cyl,Hatchback," 3 Doors"," 4 Seats",25990
Ford,2023,Ranger,2023 Ford Ranger Raptor 3.0 (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Premium,11.5 L / 100 km,434,Grey / Ebony Leathe,6 cyl,Ute / Tray," 4 Doors"," 5 Seats",116990
Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,59528,Grey / Black,4 cyl,Hatchback," 4 Doors"," 5 Seats",26888
Jeep,2014,Patriot,2014 Jeep Patriot Sport CVT Auto Stick 4x2,USED,Automatic,-,Front,Unleaded,-,105079,Grey / -,-,Wagon,,,13990
Isuzu,2017,D-MAX,2017 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.5 L / 100 km,114405,White / Black,4 cyl,Ute / Tray," 2 Doors"," 2 Seats",25950
Mercedes-Benz,2014,A-CLASS,2014 Mercedes-Benz A-CLASS W176 Hatchback 5dr D-CT 7sp 1.6T (Nov),USED,Automatic,-,Front,Unleaded,-,89163,Red / -,-,Hatchback,,,21990
Renault,2008,Kangoo,2008 Renault Kangoo Integral,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,8 L / 100 km,156258,White / Brown,4 cyl,Commercial," 2 Doors"," 2 Seats",9999
Mercedes-Benz,2013,B250,2013 Mercedes-Benz B250 BE,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.5 L / 100 km,104826,Silver / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",19990
Nissan,2012,Navara,2012 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2 L / 100 km,178104,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",12999
Toyota,2018,Camry,2018 Toyota Camry Ascent,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,77085,White / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",28787
Hyundai,2019,Tucson,2019 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.7 L / 100 km,80556,Silver / Leather,4 cyl,SUV," 4 Doors"," 5 Seats",35990
Ford,2019,Ranger,2019 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,114005,White / Black,5 cyl,Ute / Tray," 4 Doors"," 5 Seats",48905
Nissan,2020,X-Trail,2020 Nissan X-Trail ST-L 7 Seat (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,77663,Grey / Black,4 cyl,SUV," 4 Doors"," 7 Seats",32950
GWM,2023,Tank,2023 GWM Tank 300 Ultra Petrol,NEW,Automatic,"4 cyl, 2 L",4WD,-,9.5 L / 100 km,17,White / Charcoal Comfort,4 cyl,SUV," 4 Doors"," 5 Seats",51585
Nissan,2012,X-Trail,2012 Nissan X-Trail ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,9.1 L / 100 km,175074,White / Cloth,4 cyl,SUV," 4 Doors"," 5 Seats",14990
MG,2022,HS,2022 MG HS Vibe,NEW,Automatic,-,Other,Unleaded,-,9,Red / Black Knight Synthetic Leather,-,SUV,,,32690
Kia,2021,Cerato,2021 Kia Cerato GT Safety Pack,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.8 L / 100 km,86127,Red / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",37990
Ford,2014,Focus,2014 Ford Focus Trend,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,79197,Silver / Grey  Cloth,4 cyl,Hatchback," 5 Doors"," 5 Seats",15990
Toyota,2014,Corolla,2014 Toyota Corolla ZR,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,70694,Red / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",22970
Hyundai,2022,Venue,2022 Hyundai Venue,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.2 L / 100 km,17825,Silver / -,4 cyl,SUV," 4 Doors"," 5 Seats",27980
Mercedes-Benz,2022,EQS53,2022 Mercedes-Benz EQS53 4Matic+,USED,Automatic,0 L,AWD,Electric,0 L / 100 km,6753,Silver / Black Leather & Red Stitching,0 L,Sedan," 4 Doors"," 5 Seats",268800
Lexus,2017,NX300H,2017 Lexus NX300H Sports Luxury Hybrid (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.7 L / 100 km,112667,Silver / Black,4 cyl,SUV," 4 Doors"," 5 Seats",49880
Ford,2020,Everest,2020 Ford Everest Sport (4WD),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7 L / 100 km,82122,White / Black,4 cyl,SUV," 4 Doors"," 7 Seats",57880
Mitsubishi,2019,Pajero,2019 Mitsubishi Pajero Sport GLS (4X4) 5 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,63815,Grey / Black,4 cyl,SUV," 4 Doors"," 7 Seats",43990
Toyota,2016,HiAce,2016 Toyota HiAce,USED,Automatic,-,Other,Unleaded,-,81000,White / -,-,,,,39000
Toyota,2017,Corolla,2017 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.1 L / 100 km,70916,White / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",18900
Mercedes-Benz,2014,GLA200,2014 Mercedes-Benz GLA200 CDI,USED,Automatic,"4 cyl, 2.1 L",Front,Diesel,4.6 L / 100 km,63372,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",29800
Toyota,2018,Hilux,2018 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,199562,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",36747
Volkswagen,2022,T-ROC,2022 Volkswagen T-ROC,DEMO,Automatic,-,Other,Unleaded,-,1568,Blue / Platinum Grey,-,Wagon,,,44990
Volkswagen,2014,Golf,2014 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.2 L / 100 km,99232,Red / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",25490
Hyundai,2021,Kona,2021 Hyundai Kona N,USED,Automatic,"4 cyl, 2 L",Front,Premium,9 L / 100 km,2265,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",47990
Honda,2021,Odyssey,2021 Honda Odyssey Vi LX7,USED,Automatic,-,Front,Unleaded,-,59259,Silver / Leather,-,Wagon,,,52990
Kia,2017,Cerato,2017 Kia Cerato Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,49295,Red / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",22864
Mitsubishi,2010,Outlander,2010 Mitsubishi Outlander RX,USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.3 L / 100 km,243359,Silver / Cloth/Leather,4 cyl,SUV," 4 Doors"," 5 Seats",11990
Hyundai,2014,Santa,2014 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3 L / 100 km,105180,White / -,4 cyl,SUV," 4 Doors"," 7 Seats",25999
Nissan,2017,X-Trail,2017 Nissan X-Trail ST-L (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,65758,Silver / Black,4 cyl,SUV," 4 Doors"," 5 Seats",29990
Toyota,2021,Camry,2021 Toyota Camry SX Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,30939,White / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",51970
Ford,2023,Ranger,2023 Ford Ranger Raptor,USED,Automatic,-,Other,Premium,-,100,Black / Black,-,Ute / Tray,,,114888
Hyundai,2022,Tucson,2022 Hyundai Tucson Highlander (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.1 L / 100 km,7864,Brown / Black,4 cyl,SUV," 4 Doors"," 5 Seats",50990
Hyundai,2009,Tucson,2009 Hyundai Tucson City SX,USED,Manual,"4 cyl, 2 L",Front,Unleaded,8 L / 100 km,164632,Silver / -,4 cyl,SUV," 4 Doors"," 5 Seats",9990
Nissan,2019,Navara,2019 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,85834,Grey / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",45980
Mitsubishi,2015,Outlander,2015 Mitsubishi Outlander Aspire Phev Hybrid,USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,1.9 L / 100 km,136691,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",22022
Holden,2015,Captiva,2015 Holden Captiva 7 LS (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,59261,Black / Black,4 cyl,SUV," 4 Doors"," 7 Seats",14999
Hyundai,2019,Kona,2019 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,71257,Orange / Black,4 cyl,SUV," 4 Doors"," 5 Seats",24990
Nissan,2003,Patrol,2003 Nissan Patrol ST (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,437226,White / -,4 cyl,SUV," 4 Doors"," 7 Seats",10989
Lexus,2019,NX300,2019 Lexus NX300 Luxury (fwd),USED,Automatic,"4 cyl, 2 L",Front,Premium,7.7 L / 100 km,76629,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",48880
Volkswagen,2019,Multivan,2019 Volkswagen Multivan Comfortline TDI340,USED,Automatic,"4 cyl, 2 L",Front,Diesel,7.7 L / 100 km,150549,Black / Grey,4 cyl,Wagon," 4 Doors"," 7 Seats",42990
BMW,2016,M3,2016 BMW M3,USED,Automatic,"6 cyl, 3 L",Rear,Premium,8.3 L / 100 km,79832,Grey / Black,6 cyl,Sedan," 4 Doors"," 5 Seats",74990
Volkswagen,2019,Touareg,2019 Volkswagen Touareg Launch Edition,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4 L / 100 km,92618,Grey / Black Leather,6 cyl,SUV," 4 Doors"," 5 Seats",71890
Volkswagen,2018,Golf,2018 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.7 L / 100 km,134500,Grey / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",29980
BMW,2016,X5,2016 BMW X5 Xdrive 40D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.3 L / 100 km,93748,White / Black,6 cyl,SUV," 4 Doors"," 5 Seats",54990
Holden,2005,Adventra,2005 Holden Adventra LX6,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,0 L / 100 km,182460,Black / -,6 cyl,SUV," 4 Doors"," 5 Seats",12980
