Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,Price
BMW,2022,IX,2022 BMW IX Xdrive40 Sport,USED,Automatic,0 L,AWD,Electric,0 L / 100 km,5740,- / -,0 L,SUV," 4 Doors"," 5 Seats",126888
MG,2020,ZST,2020 MG ZST Excite,USED,Automatic,"3 cyl, 1.3 L",Front,Unleaded,7.3 L / 100 km,29146,Red / Black,3 cyl,SUV," 5 Doors"," 5 Seats",25999
Hyundai,2015,Elantra,2015 Hyundai Elantra Active,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,131038,White / -,4 cyl,Sedan," 4 Doors"," 5 Seats",15950
Holden,2016,Commodore,2016 Holden Commodore SV6 Reserve Edition,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,81528,White / Black,6 cyl,Sedan," 4 Doors"," 5 Seats",31990
Toyota,2018,Kluger,2018 Toyota Kluger GX (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.1 L / 100 km,68446,Grey / Blue,6 cyl,SUV," 4 Doors"," 7 Seats",40888
Isuzu,2017,MU-X,2017 Isuzu MU-X LS-T (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,8.1 L / 100 km,137633,White / -,4 cyl,SUV," 4 Doors"," 7 Seats",33988
Suzuki,2022,Vitara,2022 Suzuki Vitara 1.6L,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.2 L / 100 km,40,Silver / Black,4 cyl,SUV," 4 Doors"," 5 Seats",33990
Toyota,2014,Camry,2014 Toyota Camry RZ S.e.,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,105000,Red / -,4 cyl,Sedan," 4 Doors"," 5 Seats",19990
Hyundai,2019,I30,2019 Hyundai I30 N Line Premium,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,32925,Black / -,4 cyl,Hatchback," 4 Doors"," 5 Seats",32969
Subaru,2011,Forester,2011 Subaru Forester 2.0D,USED,Manual,"4 cyl, 2 L",AWD,Diesel,6.4 L / 100 km,181667,Blue / -,4 cyl,SUV," 4 Doors"," 5 Seats",11999
GWM,2012,X200,2012 GWM X200 K2 Wagon 4dr Auto 5sp 4WD 2.0DT,USED,Automatic,-,Other,Diesel,-,205000,Silver / -,-,Wagon,,,8990
Toyota,2016,Yaris,2016 Toyota Yaris Ascent,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.3 L / 100 km,28500,White / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",18500
Honda,2023,CR-V,2023 Honda CR-V VTI LX (awd) 5 Seats,USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,7.4 L / 100 km,5213,Red / -,4 cyl,SUV," 4 Doors"," 5 Seats",47990
Nissan,2018,X-Trail,2018 Nissan X-Trail ST-L (4WD),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,86598,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",28990
Mitsubishi,2020,Eclipse,2020 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,54001,Grey / -,4 cyl,SUV," 4 Doors"," 5 Seats",27999
Toyota,2016,Corolla,2016 Toyota Corolla ZR,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,98000,Grey / -,4 cyl,Sedan," 4 Doors"," 5 Seats",21990
Toyota,2006,Camry,2006 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.8 L / 100 km,170018,Gold / -,4 cyl,Sedan," 4 Doors"," 5 Seats",7490
Hyundai,2017,Tucson,2017 Hyundai Tucson Active X 2WD,USED,Automatic,-,Front,Unleaded,-,114607,Grey / -,-,Wagon,,,25999
Mazda,2017,3,2017 Mazda 3 Maxx,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,74100,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",21999
Mitsubishi,2020,ASX,2020 Mitsubishi ASX ES Adas ( 2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,48501,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",31990
Kia,2016,Sportage,2016 Kia Sportage SI (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,90301,Blue / Black,4 cyl,SUV," 4 Doors"," 5 Seats",24888
MG,2022,ZST,2022 MG ZST Excite,DEMO,Automatic,"3 cyl, 1.3 L",Front,Unleaded,7.3 L / 100 km,21,Silver / -,3 cyl,SUV," 5 Doors"," 5 Seats",29888
Suzuki,2022,Jimny,2022 Suzuki Jimny Lite,USED,Manual,"4 cyl, 1.5 L",4WD,Unleaded,6.4 L / 100 km,15234,White / Black,4 cyl,SUV," 2 Doors"," 4 Seats",34990
Mitsubishi,2021,ASX,2021 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,64125,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",27888
Toyota,2021,RAV4,2021 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,43265,White / -,4 cyl,SUV," 5 Doors"," 5 Seats",38775
Toyota,2014,Hiace,2014 Toyota Hiace LWB,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,8 L / 100 km,101711,White / -,4 cyl,Commercial," 4 Doors"," 2 Seats",33990
Toyota,2019,Fortuner,2019 Toyota Fortuner Crusade,USED,Automatic,-,Other,Diesel,-,79732,Grey / -,-,Wagon,,,53490
Audi,2023,Q5,2023 Audi Q5 40 TDI Quattro Sport Mhev,DEMO,Automatic,"4 cyl, 2 L",AWD,Hybrid,5.4 L / 100 km,2011,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",92990
GWM,2022,UTE,2022 GWM UTE Cannon-L (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,3440,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",49990
BMW,2013,X1,2013 BMW X1 Sdrive 18D,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,5 L / 100 km,163803,Black / Black,4 cyl,SUV," 4 Doors"," 5 Seats",17990
Toyota,2007,RAV4,2007 Toyota RAV4 Cruiser (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.6 L / 100 km,205676,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",14990
Hyundai,2015,IX35,2015 Hyundai IX35 Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.4 L / 100 km,142948,Silver / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",19950
Holden,2015,Cruze,2015 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,75802,White / -,4 cyl,Sedan," 4 Doors"," 5 Seats",13990
Holden,2018,Colorado,2018 Holden Colorado LS-X Special Edition,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,59560,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",37990
Nissan,2011,Pathfinder,2011 Nissan Pathfinder TI (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9 L / 100 km,260554,- / -,4 cyl,SUV," 4 Doors"," 7 Seats",10999
Holden,2010,Commodore,2010 Holden Commodore Omega,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,9.3 L / 100 km,171043,Silver / -,6 cyl,Sedan," 4 Doors"," 5 Seats",8995
Mitsubishi,2013,Triton,2013 Mitsubishi Triton GL-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1 L / 100 km,254296,White / Grey,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",16990
Toyota,2022,HiAce,2022 Toyota HiAce,USED,Automatic,-,Rear,Diesel,-,18471,White / -,-,Commercial,,,54990
Suzuki,2019,Swift,2019 Suzuki Swift GL Navi,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8 L / 100 km,69333,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",18995
Ford,2018,Mustang,2018 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,Premium,12.7 L / 100 km,68882,Silver / -,8 cyl,Coupe," 2 Doors"," 4 Seats",56873
Holden,2018,Astra,2018 Holden Astra RS-V,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.3 L / 100 km,45725,Grey / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",22990
Holden,2017,Colorado,2017 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,62640,White / Grey,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",41990
LDV,2021,T60,2021 LDV T60 PRO (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,35301,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",31990
Ford,2013,Ranger,2013 Ford Ranger XLT 3.2 HI-Rider (4X2),USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,8.9 L / 100 km,194490,Silver / -,5 cyl,Ute / Tray," 4 Doors"," 5 Seats",21990
Nissan,2015,Navara,2015 Nissan Navara ST (4X2),USED,Manual,"4 cyl, 2.3 L",Rear,Diesel,6.3 L / 100 km,116755,Grey / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",26990
Volvo,2020,S60,2020 Volvo S60 T5 Inscription,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,33580,Brown / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",49990
Hyundai,2015,Accent,2015 Hyundai Accent Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,164125,Red / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",12999
Honda,2009,Accord,2009 Honda Accord VTI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.8 L / 100 km,138050,Grey / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",12990
Honda,2021,CR-V,2021 Honda CR-V VTI L7 (2WD) 7 Seats,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,10150,White / Black,4 cyl,SUV," 4 Doors"," 7 Seats",43990
Toyota,2020,RAV4,2020 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,87376,White / -,4 cyl,SUV," 5 Doors"," 5 Seats",38995
Subaru,2022,WRX,2022 Subaru WRX TS (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Premium,8.5 L / 100 km,2022,Orange / -,4 cyl,Sedan," 4 Doors"," 5 Seats",52990
Hyundai,2018,Accent,2018 Hyundai Accent Sport,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6 L / 100 km,130385,Grey / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",15950
Toyota,2008,RAV4,2008 Toyota RAV4 SX6,USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,10.5 L / 100 km,179720,Grey / -,6 cyl,SUV," 4 Doors"," 5 Seats",16990
Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,91768,White / Grey,4 cyl,SUV," 4 Doors"," 7 Seats",29950
Mitsubishi,2018,Outlander,2018 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,"4 cyl, 2.3 L",AWD,Diesel,6.2 L / 100 km,32265,White / Black,4 cyl,SUV," 4 Doors"," 7 Seats",34980
Chery,2023,Omoda5,2023 Chery Omoda5 Bold,USED,Automatic,"4 cyl, 1.5 L",Front,-,6.9 L / 100 km,20,Silver / Black,4 cyl,SUV," 4 Doors"," 5 Seats",37690
Ford,2011,Falcon,2011 Ford Falcon XR6 Limited Edition,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.7 L / 100 km,283000,Silver / Black,6 cyl,Ute / Tray," 2 Doors"," 2 Seats",13999
Suzuki,2018,Vitara,2018 Suzuki Vitara RT-S,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6 L / 100 km,42041,Green / -,4 cyl,SUV," 4 Doors"," 5 Seats",25990
Kia,2022,Sorento,2022 Kia Sorento Sport+ 7 Seat,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,23037,White / -,4 cyl,SUV," 4 Doors"," 7 Seats",59990
Ssangyong,2021,Korando,2021 Ssangyong Korando EX,DEMO,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.7 L / 100 km,1548,White / Black,4 cyl,SUV," 5 Doors"," 5 Seats",29990
Land,2015,Rover,2015 Land Rover Range Rover Evoque Dynamic,USED,Automatic,-,Other,Diesel,-,91000,White / Black Leather Seats,-,Hatchback,,,35999
Ford,2021,Puma,2021 Ford Puma,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.3 L / 100 km,45705,Grey / Black,3 cyl,SUV," 5 Doors"," 5 Seats",27990
Mitsubishi,2023,Triton,2023 Mitsubishi Triton GSR (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,17,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",65940
Mazda,2015,3,2015 Mazda 3 Touring,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.7 L / 100 km,96535,White / Black Leather,4 cyl,Sedan," 4 Doors"," 5 Seats",23888
Volkswagen,2020,Golf,2020 Volkswagen Golf R,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,34052,Black / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",51990
HSV,2017,Clubsport,2017 HSV Clubsport R8 LSA,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,15 L / 100 km,74870,Red / Black,8 cyl,Sedan," 4 Doors"," 5 Seats",92990
Holden,2014,Commodore,2014 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,106017,Silver / Leather,6 cyl,Wagon," 4 Doors"," 5 Seats",23895
Kia,2022,Stonic,2022 Kia Stonic S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,25041,Red / Black,4 cyl,SUV," 4 Doors"," 5 Seats",25990
Ford,2020,Everest,2020 Ford Everest Titanium (4WD 7 Seat),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7 L / 100 km,36974,Silver / -,4 cyl,SUV," 4 Doors"," 7 Seats",67990
Nissan,2020,Navara,2020 Nissan Navara ST-X (4X4) (leather Trim),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,53913,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",49990
Holden,2014,Barina,2014 Holden Barina RS,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.5 L / 100 km,64100,Blue / Black Leather,4 cyl,Hatchback," 5 Doors"," 5 Seats",12999
Toyota,2020,Landcruiser,2020 Toyota Landcruiser Prado GXL Flat Tailgate,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,57800,White / Grey Fabric,4 cyl,SUV," 4 Doors"," 7 Seats",64888
Toyota,2015,Hilux,2015 Toyota Hilux SR5 (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,239674,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",35950
Nissan,2017,Navara,2017 Nissan Navara RX (4X2),USED,Manual,"4 cyl, 2.3 L",Rear,Diesel,6.6 L / 100 km,186125,White / -,4 cyl,Ute / Tray," 2 Doors"," 2 Seats",16999
Holden,2019,Trax,2019 Holden Trax LS,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,90069,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",17026
Mazda,2016,CX-5,2016 Mazda CX-5 Maxx (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,162777,Bronze / -,4 cyl,SUV," 4 Doors"," 5 Seats",17500
LDV,2021,T60,2021 LDV T60 MAX Luxe (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.3 L / 100 km,31200,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",44990
Toyota,2007,Hilux,2007 Toyota Hilux SR,USED,Manual,"4 cyl, 3 L",Rear,Diesel,8.6 L / 100 km,526162,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",9999
Volkswagen,2022,Tiguan,2022 Volkswagen Tiguan Allspace 162TSI Adventure,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.7 L / 100 km,20811,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",49990
Nissan,2015,Juke,2015 Nissan Juke ST (fwd),USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.3 L / 100 km,146211,Grey / -,4 cyl,SUV," 4 Doors"," 5 Seats",12999
Volkswagen,2023,Tiguan,2023 Volkswagen Tiguan Allspace 162TSI Monochrome,DEMO,Automatic,"4 cyl, 2 L",AWD,Premium,8.6 L / 100 km,1501,Silver / Grey & Black,4 cyl,SUV," 4 Doors"," 7 Seats",57790
Mercedes-Benz,2008,R320,2008 Mercedes-Benz R320 CDI Luxury (awd),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,9.5 L / 100 km,166711,Silver / Black,6 cyl,SUV," 4 Doors"," 6 Seats",14999
Ssangyong,2021,Musso,2021 Ssangyong Musso XLV ELX,DEMO,Automatic,"4 cyl, 2.2 L",4WD,Diesel,9 L / 100 km,1521,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",38490
Holden,2010,Colorado,2010 Holden Colorado LX (4X2),USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,12.8 L / 100 km,333480,- / -,6 cyl,Ute / Tray," 4 Doors"," 5 Seats",6999
Ford,2017,Ranger,2017 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,34400,White / Sage Caliber Fabric,5 cyl,Ute / Tray," 4 Doors"," 5 Seats",56950
Toyota,2021,RAV4,2021 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,54465,White / -,4 cyl,SUV," 5 Doors"," 5 Seats",48880
Hyundai,2009,Getz,2009 Hyundai Getz SX,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,110085,Red / Black,4 cyl,Hatchback," 3 Doors"," 5 Seats",9990
Honda,2012,CR-V,2012 Honda CR-V VTI (4X2),USED,Manual,"4 cyl, 2 L",Rear,Unleaded,7.8 L / 100 km,69967,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",18990
Nissan,2012,X-Trail,2012 Nissan X-Trail TS (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,170330,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",14990
Chevrolet,1989,Corvette,1989 Chevrolet Corvette,USED,Automatic,-,Rear,Unleaded,-,117552,Black / -,-,Coupe,,,19999
Ssangyong,2023,Musso,2023 Ssangyong Musso XLV ELX,USED,Manual,"4 cyl, 2.2 L",4WD,Diesel,8.3 L / 100 km,10,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",38290
Ford,2016,Territory,2016 Ford Territory TX (4X4),USED,Automatic,"6 cyl, 2.7 L",AWD,Diesel,8.8 L / 100 km,152180,White / Black,6 cyl,SUV," 4 Doors"," 5 Seats",21990
Toyota,2020,Landcruiser,2020 Toyota Landcruiser Prado Kakadu,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,77012,White / Black,4 cyl,SUV," 4 Doors"," 7 Seats",84880
Toyota,2017,Land,2017 Toyota Land Cruiser GXL,USED,Automatic,-,Other,Diesel,-,103767,Silver / Grey,-,Wagon,,,104990
Toyota,2022,Camry,2022 Toyota Camry Ascent + SAT NAV,USED,Automatic,"4 cyl, 2.5 L",Front,Premium,6.8 L / 100 km,10061,Silver / -,4 cyl,Sedan," 4 Doors"," 5 Seats",33989
HSV,2004,Avalanche,2004 HSV Avalanche XUV,USED,Automatic,"8 cyl, 5.7 L",AWD,Premium,0 L / 100 km,262037,White / -,8 cyl,Ute / Tray," 4 Doors"," 5 Seats",31995
Toyota,2017,Landcruiser,2017 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,128909,White / Grey,4 cyl,SUV," 4 Doors"," 7 Seats",54980
GWM,2021,UTE,2021 GWM UTE Cannon (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,14886,Black / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",37997
Land,2023,Rover,2023 Land Rover Defender 110 P400 S (294KW),DEMO,Automatic,"6 cyl, 3 L",AWD,Premium,9.9 L / 100 km,12,Grey / Black Cloth,6 cyl,SUV," 5 Doors"," 5 Seats",138358
Suzuki,2023,Swift,2023 Suzuki Swift GL Navi,NEW,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8 L / 100 km,4,Red / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",26585
Holden,2007,Astra,2007 Holden Astra CD,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.8 L / 100 km,227082,- / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",4999
Volkswagen,2010,Beetle,2010 Volkswagen Beetle Cabriolet,USED,Automatic,"4 cyl, 2 L",Front,Premium,9.3 L / 100 km,159001,Silver / -,4 cyl,Convertible," 2 Doors"," 5 Seats",12988
Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,10.2 L / 100 km,208717,Black / -,6 cyl,Sedan," 4 Doors"," 5 Seats",17990
Toyota,2019,Hilux,2019 Toyota Hilux Rugged X (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,88325,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",62990
Holden,2015,Caprice,2015 Holden Caprice V,USED,Automatic,"8 cyl, 6 L",Rear,Premium,11.7 L / 100 km,119632,White / Grey,8 cyl,Sedan," 4 Doors"," 5 Seats",32990
Land,2017,Rover,2017 Land Rover Range Rover Evoque TD4 (110KW) SE,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,147531,White / Black,4 cyl,SUV," 5 Doors"," 5 Seats",35888
Jeep,2012,Grand,2012 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,8.3 L / 100 km,235437,White / -,6 cyl,SUV," 4 Doors"," 5 Seats",15997
MG,2022,HS,2022 MG HS Phev Essence,NEW,Automatic,"4 cyl, 1.5 L",Front,Hybrid,1.7 L / 100 km,5,White / Knight Black,4 cyl,SUV," 4 Doors"," 5 Seats",52690
Toyota,2014,Kluger,2014 Toyota Kluger GX (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,10.6 L / 100 km,204200,Black / Grey  Cloth,6 cyl,SUV," 4 Doors"," 7 Seats",21999
Hyundai,2017,Imax,2017 Hyundai Imax,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,122259,- / -,4 cyl,Wagon," 4 Doors"," 8 Seats",28990
Toyota,2016,HiAce,2016 Toyota HiAce LWB,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,9.8 L / 100 km,145530,Yellow / Grey,4 cyl,Commercial," 4 Doors"," 2 Seats",28880
Mazda,2013,CX-5,2013 Mazda CX-5 Grand Tourer (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,127810,Black / Black,4 cyl,SUV," 4 Doors"," 5 Seats",20880
Ford,2018,Focus,2018 Ford Focus RS Limited Edition,USED,Manual,"4 cyl, 2.3 L",AWD,Premium,8.1 L / 100 km,9785,Blue / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",59990
Mitsubishi,2010,Outlander,2010 Mitsubishi Outlander VR,USED,Automatic,"6 cyl, 3 L",4WD,Unleaded,10.4 L / 100 km,84168,Blue / Black,6 cyl,SUV," 4 Doors"," 5 Seats",15990
Kia,2011,Grand,2011 Kia Grand Carnival SI,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.9 L / 100 km,216452,White / -,6 cyl,Wagon," 4 Doors"," 8 Seats",10999
Mitsubishi,2014,Outlander,2014 Mitsubishi Outlander Aspire Phev Hybrid,USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,1.9 L / 100 km,171292,Grey / -,4 cyl,SUV," 4 Doors"," 5 Seats",17999
Citroen,2015,Grand,2015 Citroen Grand C4 Picasso Exclusive,USED,Automatic,"4 cyl, 2 L",Front,Diesel,4.5 L / 100 km,101686,Blue / Grey,4 cyl,Wagon," 4 Doors"," 7 Seats",19990
Nissan,2012,Navara,2012 Nissan Navara ST-X (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,127595,Black / Black,6 cyl,Ute / Tray," 4 Doors"," 5 Seats",27950
Toyota,2018,Camry,2018 Toyota Camry Ascent (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2 L / 100 km,63736,White / -,4 cyl,Sedan," 4 Doors"," 5 Seats",33880
BMW,2009,323I,2009 BMW 323I,USED,Automatic,"6 cyl, 2.5 L",Rear,Premium,9 L / 100 km,188517,Black / -,6 cyl,Coupe," 2 Doors"," 4 Seats",11990
Kia,2005,Sportage,2005 Kia Sportage (4X4),USED,Automatic,"6 cyl, 2.7 L",4WD,Unleaded,11.4 L / 100 km,251243,Black / -,6 cyl,SUV," 4 Doors"," 5 Seats",8499
Isuzu,2018,D-MAX,2018 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.7 L / 100 km,108153,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",45888
Hyundai,2017,Tucson,2017 Hyundai Tucson Elite (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,59072,Blue / Leather,4 cyl,SUV," 4 Doors"," 5 Seats",28856
Subaru,2016,XV,2016 Subaru XV 2.0I,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,54357,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",25990
Holden,2006,Statesman,2006 Holden Statesman V8,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,14.5 L / 100 km,138970,Gold / Grey,8 cyl,Sedan," 4 Doors"," 5 Seats",19990
Kia,2020,RIO,2020 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,25326,Blue / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",21990
Toyota,2002,Landcruiser,2002 Toyota Landcruiser GXL (4X4),USED,Automatic,"6 cyl, 4.2 L",4WD,Diesel,0 L / 100 km,326200,Gold / Beige,6 cyl,SUV," 4 Doors"," 8 Seats",32999
Honda,1981,Fit,1981 Honda Fit (Hybrid),USED,Automatic,"4 cyl, 1.5 L",Front,-,-,60400,White / Black,4 cyl,Hatchback," 5 Doors",,19600
